id_voto,id_proyecto,proyecto,dependencia,comuna_id,comuna,perfil_territorial,canal,dispositivo,latencia_ms,estado,timestamp_voto
V-0005926,PP-704,Mejoramiento de parques,Infraestructura,13,San Javier,ladera_occidente,web,desktop,498,VALIDO,2026-04-15T15:16:15
V-0006015,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,web,desktop,514,VALIDO,2026-04-15T14:19:26
V-0001769,PP-517,Cuidado adulto mayor,Inclusion Social,1,Popular,ladera_norte,web,desktop,2540,VALIDO,2026-04-15T12:46:22
V-0003590,PP-704,Mejoramiento de parques,Infraestructura,8,Villa Hermosa,ladera_oriente,web,tablet,658,VALIDO,2026-04-15T16:49:51
V-0004160,PP-517,Cuidado adulto mayor,Inclusion Social,4,Aranjuez,valle,web,desktop,299,VALIDO,2026-04-15T10:23:35
V-0007145,PP-704,Mejoramiento de parques,Infraestructura,3,Manrique,ladera_norte,movil,android,381,VALIDO,2026-04-15T10:54:11
V-0001375,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,movil,android,438,VALIDO,2026-04-15T13:21:43
V-0001278,PP-205,Huertas urbanas,Medio Ambiente,50,San Sebastian de Palmitas,rural,kiosko,terminal,2094,VALIDO,2026-04-15T09:31:50
V-0002953,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,movil,android,438,VALIDO,2026-04-15T15:49:06
V-0002125,PP-205,Huertas urbanas,Medio Ambiente,11,Laureles-Estadio,centro_sur,web,desktop,640,VALIDO,2026-04-15T12:39:40
V-0006344,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,movil,ios,2893,VALIDO,2026-04-15T13:55:21
V-0004635,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,movil,android,332,VALIDO,2026-04-15T11:26:42
V-0003451,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,web,tablet,461,VALIDO,2026-04-15T14:20:28
V-0006272,PP-422,Escuelas deportivas,INDER,1,Popular,ladera_norte,punto_fisico,terminal,1279,VALIDO,2026-04-15T13:11:22
V-0003694,PP-205,Huertas urbanas,Medio Ambiente,12,La America,centro_sur,movil,android,442,VALIDO,2026-04-15T10:51:45
V-0003528,PP-633,Aulas digitales,Educacion,4,Aranjuez,valle,kiosko,terminal,1657,VALIDO,2026-04-15T10:01:25
V-0004610,PP-422,Escuelas deportivas,INDER,5,Castilla,valle,movil,android,446,VALIDO,2026-04-15T16:56:39
V-0005414,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,punto_fisico,terminal,1470,VALIDO,2026-04-15T11:59:09
V-0006717,PP-517,Cuidado adulto mayor,Inclusion Social,10,La Candelaria,centro,movil,android,334,VALIDO,2026-04-15T10:42:33
V-0000382,PP-704,Mejoramiento de parques,Infraestructura,1,Popular,ladera_norte,kiosko,terminal,2094,REVISION,2026-04-15T11:21:01
V-0000430,PP-422,Escuelas deportivas,INDER,9,Buenos Aires,ladera_oriente,movil,android,383,VALIDO,2026-04-15T12:40:33
V-0001942,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,movil,android,603,VALIDO,2026-04-15T09:26:33
V-0002116,PP-318,Ciclorutas seguras,Movilidad,8,Villa Hermosa,ladera_oriente,punto_fisico,terminal,1404,VALIDO,2026-04-15T14:35:16
V-0006403,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,tablet,365,VALIDO,2026-04-15T11:19:54
V-0006448,PP-101,Bibliotecas barriales,Cultura,70,Altavista,rural,movil,ios,696,VALIDO,2026-04-15T13:55:16
V-0004120,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,punto_fisico,terminal,1664,VALIDO,2026-04-15T11:47:27
V-0006503,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,movil,android,692,VALIDO,2026-04-15T15:21:11
V-0004578,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,kiosko,terminal,1654,VALIDO,2026-04-15T09:52:38
V-0001420,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,movil,android,203,VALIDO,2026-04-15T13:42:50
V-0005628,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,kiosko,terminal,1623,VALIDO,2026-04-15T12:03:10
V-0003543,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,movil,android,521,VALIDO,2026-04-15T13:46:27
V-0004826,PP-422,Escuelas deportivas,INDER,14,El Poblado,sur,movil,ios,664,VALIDO,2026-04-15T16:11:30
V-0003816,PP-422,Escuelas deportivas,INDER,9,Buenos Aires,ladera_oriente,movil,android,3276,VALIDO,2026-04-15T16:41:29
V-0002684,PP-633,Aulas digitales,Educacion,1,Popular,ladera_norte,punto_fisico,terminal,1515,VALIDO,2026-04-15T13:22:03
V-0006146,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,movil,android,303,VALIDO,2026-04-15T09:58:21
V-0002860,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,movil,android,166,VALIDO,2026-04-15T12:52:33
V-0001783,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,punto_fisico,terminal,1163,VALIDO,2026-04-15T12:12:12
V-0003835,PP-704,Mejoramiento de parques,Infraestructura,11,Laureles-Estadio,centro_sur,web,tablet,509,VALIDO,2026-04-15T13:40:59
V-0007276,PP-318,Ciclorutas seguras,Movilidad,80,San Antonio de Prado,rural,web,tablet,493,REVISION,2026-04-15T12:29:05
V-0000080,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,movil,ios,282,VALIDO,2026-04-15T09:16:14
V-0001303,PP-517,Cuidado adulto mayor,Inclusion Social,1,Popular,ladera_norte,movil,android,238,VALIDO,2026-04-15T13:14:09
V-0000539,PP-517,Cuidado adulto mayor,Inclusion Social,4,Aranjuez,valle,web,desktop,425,VALIDO,2026-04-15T15:54:32
V-0001062,PP-704,Mejoramiento de parques,Infraestructura,4,Aranjuez,valle,movil,android,636,VALIDO,2026-04-15T09:19:01
V-0006238,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1310,VALIDO,2026-04-15T10:40:38
V-0006735,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,web,desktop,584,VALIDO,2026-04-15T16:55:38
V-0001452,PP-422,Escuelas deportivas,INDER,90,Santa Elena,rural,punto_fisico,terminal,1311,VALIDO,2026-04-15T15:20:25
V-0006783,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1528,VALIDO,2026-04-15T10:18:44
V-0007399,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,1196,VALIDO,2026-04-15T15:27:02
V-0004536,PP-205,Huertas urbanas,Medio Ambiente,2,Santa Cruz,ladera_norte,web,desktop,427,VALIDO,2026-04-15T12:39:10
V-0000231,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,web,desktop,163,VALIDO,2026-04-15T12:28:24
V-0001076,PP-633,Aulas digitales,Educacion,16,Belen,sur,movil,android,298,VALIDO,2026-04-15T10:07:02
V-0003218,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,movil,ios,580,VALIDO,2026-04-15T12:25:57
V-0005793,PP-517,Cuidado adulto mayor,Inclusion Social,11,Laureles-Estadio,centro_sur,movil,android,591,VALIDO,2026-04-15T11:42:04
V-0001023,PP-633,Aulas digitales,Educacion,3,Manrique,ladera_norte,web,desktop,629,VALIDO,2026-04-15T16:17:39
V-0004718,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,movil,ios,460,VALIDO,2026-04-15T12:25:14
V-0002918,PP-422,Escuelas deportivas,INDER,2,Santa Cruz,ladera_norte,web,tablet,90,VALIDO,2026-04-15T11:11:07
V-0003947,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,web,tablet,518,VALIDO,2026-04-15T12:02:02
V-0003025,PP-633,Aulas digitales,Educacion,2,Santa Cruz,ladera_norte,kiosko,terminal,1885,REVISION,2026-04-15T12:20:39
V-0004503,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,movil,android,525,VALIDO,2026-04-15T13:59:53
V-0005748,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,web,desktop,315,VALIDO,2026-04-15T15:28:46
V-0003606,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,movil,android,407,VALIDO,2026-04-15T14:08:25
V-0003026,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,web,tablet,100,VALIDO,2026-04-15T09:56:24
V-0007397,PP-422,Escuelas deportivas,INDER,4,Aranjuez,valle,movil,android,439,VALIDO,2026-04-15T16:34:17
V-0004440,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,web,desktop,363,VALIDO,2026-04-15T09:01:12
V-0002437,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,movil,android,635,VALIDO,2026-04-15T14:13:03
V-0000409,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,movil,android,425,VALIDO,2026-04-15T14:45:40
V-0001865,PP-205,Huertas urbanas,Medio Ambiente,12,La America,centro_sur,movil,android,580,VALIDO,2026-04-15T10:22:56
V-0002432,PP-704,Mejoramiento de parques,Infraestructura,16,Belen,sur,punto_fisico,terminal,1228,VALIDO,2026-04-15T14:24:46
V-0002127,PP-704,Mejoramiento de parques,Infraestructura,13,San Javier,ladera_occidente,movil,android,240,VALIDO,2026-04-15T13:37:12
V-0004155,PP-422,Escuelas deportivas,INDER,5,Castilla,valle,web,desktop,561,VALIDO,2026-04-15T09:17:01
V-0001503,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,movil,android,589,VALIDO,2026-04-15T14:07:41
V-0001481,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,movil,android,585,VALIDO,2026-04-15T15:03:04
V-0006988,PP-633,Aulas digitales,Educacion,14,El Poblado,sur,movil,android,455,VALIDO,2026-04-15T10:22:55
V-0004867,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,web,desktop,578,VALIDO,2026-04-15T15:09:12
V-0000178,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,punto_fisico,terminal,1294,VALIDO,2026-04-15T12:43:54
V-0007465,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,punto_fisico,terminal,1280,VALIDO,2026-04-15T15:31:19
V-0003259,PP-704,Mejoramiento de parques,Infraestructura,10,La Candelaria,centro,web,desktop,367,VALIDO,2026-04-15T10:02:45
V-0005705,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,web,tablet,349,VALIDO,2026-04-15T09:11:06
V-0002943,PP-633,Aulas digitales,Educacion,5,Castilla,valle,web,desktop,385,VALIDO,2026-04-15T13:39:58
V-0001544,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,web,desktop,99,VALIDO,2026-04-15T16:16:34
V-0001546,PP-422,Escuelas deportivas,INDER,15,Guayabal,sur,web,desktop,363,VALIDO,2026-04-15T16:50:31
V-0001331,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,movil,android,535,VALIDO,2026-04-15T16:31:23
V-0003018,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,movil,android,90,VALIDO,2026-04-15T11:07:31
V-0005817,PP-704,Mejoramiento de parques,Infraestructura,15,Guayabal,sur,web,desktop,608,VALIDO,2026-04-15T13:38:00
V-0002655,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,kiosko,terminal,1601,VALIDO,2026-04-15T09:21:28
V-0001881,PP-205,Huertas urbanas,Medio Ambiente,50,San Sebastian de Palmitas,rural,web,tablet,592,VALIDO,2026-04-15T15:51:48
V-0005383,PP-318,Ciclorutas seguras,Movilidad,4,Aranjuez,valle,punto_fisico,terminal,1322,VALIDO,2026-04-15T16:58:51
V-0007191,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,movil,android,389,VALIDO,2026-04-15T11:07:28
V-0000790,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,kiosko,terminal,1526,VALIDO,2026-04-15T14:38:14
V-0003993,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,movil,ios,2450,VALIDO,2026-04-15T10:23:57
V-0003568,PP-704,Mejoramiento de parques,Infraestructura,1,Popular,ladera_norte,web,desktop,90,VALIDO,2026-04-15T11:17:46
V-0005940,PP-101,Bibliotecas barriales,Cultura,11,Laureles-Estadio,centro_sur,kiosko,terminal,1780,VALIDO,2026-04-15T16:26:30
V-0001883,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,punto_fisico,terminal,1386,VALIDO,2026-04-15T12:03:48
V-0002299,PP-318,Ciclorutas seguras,Movilidad,80,San Antonio de Prado,rural,kiosko,terminal,1608,VALIDO,2026-04-15T11:51:55
V-0005215,PP-422,Escuelas deportivas,INDER,16,Belen,sur,movil,ios,483,VALIDO,2026-04-15T13:54:18
V-0006075,PP-517,Cuidado adulto mayor,Inclusion Social,10,La Candelaria,centro,kiosko,terminal,1772,VALIDO,2026-04-15T15:19:23
V-0000320,PP-318,Ciclorutas seguras,Movilidad,11,Laureles-Estadio,centro_sur,movil,android,344,VALIDO,2026-04-15T16:43:54
V-0002403,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,kiosko,terminal,1513,VALIDO,2026-04-15T16:10:47
V-0001035,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,web,desktop,196,VALIDO,2026-04-15T10:02:27
V-0005719,PP-422,Escuelas deportivas,INDER,2,Santa Cruz,ladera_norte,movil,android,480,VALIDO,2026-04-15T15:38:09
V-0001042,PP-633,Aulas digitales,Educacion,60,San Cristobal,rural,punto_fisico,terminal,1257,VALIDO,2026-04-15T13:46:46
V-0002903,PP-205,Huertas urbanas,Medio Ambiente,3,Manrique,ladera_norte,kiosko,terminal,1774,VALIDO,2026-04-15T11:16:25
V-0006196,PP-422,Escuelas deportivas,INDER,14,El Poblado,sur,punto_fisico,terminal,1341,VALIDO,2026-04-15T09:44:42
V-0006999,PP-633,Aulas digitales,Educacion,16,Belen,sur,movil,ios,170,VALIDO,2026-04-15T15:09:36
V-0002376,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,web,desktop,392,VALIDO,2026-04-15T13:44:47
V-0004375,PP-101,Bibliotecas barriales,Cultura,12,La America,centro_sur,movil,android,237,VALIDO,2026-04-15T09:52:25
V-0005949,PP-517,Cuidado adulto mayor,Inclusion Social,6,Doce de Octubre,ladera_noroccidente,web,tablet,103,VALIDO,2026-04-15T15:41:51
V-0005820,PP-704,Mejoramiento de parques,Infraestructura,10,La Candelaria,centro,web,tablet,218,VALIDO,2026-04-15T11:24:08
V-0006969,PP-101,Bibliotecas barriales,Cultura,16,Belen,sur,web,desktop,578,VALIDO,2026-04-15T12:51:37
V-0003072,PP-704,Mejoramiento de parques,Infraestructura,1,Popular,ladera_norte,kiosko,terminal,1911,REVISION,2026-04-15T14:29:29
V-0006265,PP-205,Huertas urbanas,Medio Ambiente,16,Belen,sur,movil,ios,437,VALIDO,2026-04-15T10:15:03
V-0001058,PP-205,Huertas urbanas,Medio Ambiente,13,San Javier,ladera_occidente,movil,android,712,VALIDO,2026-04-15T12:33:12
V-0001870,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,movil,android,189,VALIDO,2026-04-15T16:01:26
V-0003838,PP-517,Cuidado adulto mayor,Inclusion Social,1,Popular,ladera_norte,movil,android,753,VALIDO,2026-04-15T13:53:19
V-0001863,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,web,desktop,337,VALIDO,2026-04-15T09:04:06
V-0004468,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,web,desktop,612,VALIDO,2026-04-15T15:55:20
V-0000042,PP-101,Bibliotecas barriales,Cultura,6,Doce de Octubre,ladera_noroccidente,movil,ios,299,VALIDO,2026-04-15T16:00:04
V-0003333,PP-101,Bibliotecas barriales,Cultura,10,La Candelaria,centro,web,desktop,1838,REVISION,2026-04-15T10:00:47
V-0007401,PP-633,Aulas digitales,Educacion,6,Doce de Octubre,ladera_noroccidente,punto_fisico,terminal,2938,VALIDO,2026-04-15T12:18:57
V-0002522,PP-318,Ciclorutas seguras,Movilidad,3,Manrique,ladera_norte,web,desktop,2927,VALIDO,2026-04-15T13:54:44
V-0002810,PP-101,Bibliotecas barriales,Cultura,13,San Javier,ladera_occidente,punto_fisico,terminal,1634,VALIDO,2026-04-15T16:56:45
V-0001644,PP-318,Ciclorutas seguras,Movilidad,13,San Javier,ladera_occidente,punto_fisico,terminal,1135,VALIDO,2026-04-15T11:15:53
V-0000218,PP-422,Escuelas deportivas,INDER,70,Altavista,rural,web,desktop,290,VALIDO,2026-04-15T11:09:03
V-0000186,PP-205,Huertas urbanas,Medio Ambiente,10,La Candelaria,centro,punto_fisico,terminal,1102,VALIDO,2026-04-15T15:44:57
V-0002250,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1154,VALIDO,2026-04-15T12:29:11
V-0004553,PP-318,Ciclorutas seguras,Movilidad,10,La Candelaria,centro,web,desktop,316,REVISION,2026-04-15T16:08:06
V-0004114,PP-633,Aulas digitales,Educacion,7,Robledo,ladera_noroccidente,movil,android,490,VALIDO,2026-04-15T15:02:09
V-0000707,PP-205,Huertas urbanas,Medio Ambiente,50,San Sebastian de Palmitas,rural,punto_fisico,terminal,1448,VALIDO,2026-04-15T12:23:46
V-0002406,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,web,desktop,664,VALIDO,2026-04-15T16:43:06
V-0001903,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,movil,android,510,VALIDO,2026-04-15T14:12:17
V-0006571,PP-422,Escuelas deportivas,INDER,9,Buenos Aires,ladera_oriente,movil,android,477,VALIDO,2026-04-15T14:01:56
V-0000088,PP-101,Bibliotecas barriales,Cultura,14,El Poblado,sur,web,desktop,419,VALIDO,2026-04-15T14:12:19
V-0002143,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,web,desktop,254,VALIDO,2026-04-15T16:49:33
V-0004387,PP-422,Escuelas deportivas,INDER,6,Doce de Octubre,ladera_noroccidente,web,desktop,405,VALIDO,2026-04-15T16:42:06
V-0003012,PP-205,Huertas urbanas,Medio Ambiente,6,Doce de Octubre,ladera_noroccidente,movil,ios,566,VALIDO,2026-04-15T14:58:50
V-0001427,PP-101,Bibliotecas barriales,Cultura,1,Popular,ladera_norte,punto_fisico,terminal,1285,VALIDO,2026-04-15T14:52:27
V-0004057,PP-422,Escuelas deportivas,INDER,60,San Cristobal,rural,punto_fisico,terminal,1034,VALIDO,2026-04-15T14:41:04
V-0001321,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,movil,ios,499,VALIDO,2026-04-15T15:32:21
V-0006231,PP-101,Bibliotecas barriales,Cultura,90,Santa Elena,rural,kiosko,terminal,1391,VALIDO,2026-04-15T15:45:15
V-0005547,PP-101,Bibliotecas barriales,Cultura,15,Guayabal,sur,kiosko,terminal,1499,VALIDO,2026-04-15T14:53:39
V-0002620,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,punto_fisico,terminal,1274,VALIDO,2026-04-15T14:43:58
V-0001929,PP-422,Escuelas deportivas,INDER,11,Laureles-Estadio,centro_sur,kiosko,terminal,1621,VALIDO,2026-04-15T10:01:35
V-0003299,PP-318,Ciclorutas seguras,Movilidad,16,Belen,sur,punto_fisico,terminal,1303,VALIDO,2026-04-15T16:07:02
V-0005511,PP-318,Ciclorutas seguras,Movilidad,6,Doce de Octubre,ladera_noroccidente,movil,android,123,VALIDO,2026-04-15T14:56:51
V-0005629,PP-517,Cuidado adulto mayor,Inclusion Social,15,Guayabal,sur,movil,android,463,VALIDO,2026-04-15T12:05:53
V-0001200,PP-101,Bibliotecas barriales,Cultura,5,Castilla,valle,kiosko,terminal,1633,VALIDO,2026-04-15T09:57:32
V-0003917,PP-422,Escuelas deportivas,INDER,3,Manrique,ladera_norte,kiosko,terminal,1918,VALIDO,2026-04-15T11:43:17
V-0002891,PP-517,Cuidado adulto mayor,Inclusion Social,70,Altavista,rural,movil,android,198,VALIDO,2026-04-15T09:47:09
V-0003249,PP-318,Ciclorutas seguras,Movilidad,1,Popular,ladera_norte,punto_fisico,terminal,1204,REVISION,2026-04-15T15:53:18
V-0007067,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,web,desktop,728,VALIDO,2026-04-15T13:13:39
V-0003083,PP-517,Cuidado adulto mayor,Inclusion Social,13,San Javier,ladera_occidente,movil,android,1030,VALIDO,2026-04-15T12:22:12
V-0003269,PP-422,Escuelas deportivas,INDER,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,1557,VALIDO,2026-04-15T13:00:20
V-0002930,PP-318,Ciclorutas seguras,Movilidad,7,Robledo,ladera_noroccidente,web,desktop,343,VALIDO,2026-04-15T12:58:01
V-0004128,PP-633,Aulas digitales,Educacion,12,La America,centro_sur,web,tablet,540,VALIDO,2026-04-15T16:05:01
V-0006935,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,movil,android,443,VALIDO,2026-04-15T13:41:06
V-0007440,PP-704,Mejoramiento de parques,Infraestructura,3,Manrique,ladera_norte,movil,android,193,VALIDO,2026-04-15T09:08:19
V-0000234,PP-704,Mejoramiento de parques,Infraestructura,2,Santa Cruz,ladera_norte,punto_fisico,terminal,1365,VALIDO,2026-04-15T11:25:04
V-0004568,PP-422,Escuelas deportivas,INDER,13,San Javier,ladera_occidente,punto_fisico,terminal,1274,VALIDO,2026-04-15T09:51:22
V-0003516,PP-318,Ciclorutas seguras,Movilidad,2,Santa Cruz,ladera_norte,kiosko,terminal,1527,VALIDO,2026-04-15T14:10:01
V-0000764,PP-517,Cuidado adulto mayor,Inclusion Social,3,Manrique,ladera_norte,punto_fisico,terminal,1268,REVISION,2026-04-15T14:23:20
V-0007063,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,movil,android,879,INVALIDO,2026-04-15T12:46:29
V-0000859,PP-517,Cuidado adulto mayor,Inclusion Social,7,Robledo,ladera_noroccidente,kiosko,terminal,1662,VALIDO,2026-04-15T15:49:30
V-0007234,PP-318,Ciclorutas seguras,Movilidad,7,Robledo,ladera_noroccidente,movil,ios,684,VALIDO,2026-04-15T14:04:09
V-0002178,PP-633,Aulas digitales,Educacion,15,Guayabal,sur,movil,ios,371,VALIDO,2026-04-15T09:10:24
V-0004579,PP-318,Ciclorutas seguras,Movilidad,14,El Poblado,sur,web,desktop,322,VALIDO,2026-04-15T14:41:57
V-0003535,PP-422,Escuelas deportivas,INDER,15,Guayabal,sur,movil,android,653,VALIDO,2026-04-15T10:59:10
V-0001738,PP-422,Escuelas deportivas,INDER,7,Robledo,ladera_noroccidente,web,desktop,670,VALIDO,2026-04-15T13:24:54
V-0004415,PP-101,Bibliotecas barriales,Cultura,9,Buenos Aires,ladera_oriente,punto_fisico,terminal,3812,REVISION,2026-04-15T11:57:17
V-0000510,PP-318,Ciclorutas seguras,Movilidad,50,San Sebastian de Palmitas,rural,kiosko,terminal,1908,VALIDO,2026-04-15T12:16:54
V-0002856,PP-517,Cuidado adulto mayor,Inclusion Social,1,Popular,ladera_norte,movil,android,218,VALIDO,2026-04-15T10:01:00
V-0003858,PP-633,Aulas digitales,Educacion,10,La Candelaria,centro,web,desktop,376,VALIDO,2026-04-15T13:46:08
V-0004003,PP-517,Cuidado adulto mayor,Inclusion Social,9,Buenos Aires,ladera_oriente,movil,android,276,VALIDO,2026-04-15T11:21:49
V-0006527,PP-205,Huertas urbanas,Medio Ambiente,5,Castilla,valle,punto_fisico,terminal,1310,VALIDO,2026-04-15T11:20:52
V-0000070,PP-633,Aulas digitales,Educacion,11,Laureles-Estadio,centro_sur,movil,android,295,VALIDO,2026-04-15T14:09:11
V-0004711,PP-318,Ciclorutas seguras,Movilidad,5,Castilla,valle,movil,ios,312,VALIDO,2026-04-15T15:54:00
V-0004804,PP-633,Aulas digitales,Educacion,13,San Javier,ladera_occidente,web,desktop,267,INVALIDO,2026-04-15T12:33:53
V-0005041,PP-101,Bibliotecas barriales,Cultura,4,Aranjuez,valle,web,desktop,310,VALIDO,2026-04-15T16:04:14
V-0000458,PP-704,Mejoramiento de parques,Infraestructura,6,Doce de Octubre,ladera_noroccidente,kiosko,terminal,1899,VALIDO,2026-04-15T11:49:37
V-0006959,PP-205,Huertas urbanas,Medio Ambiente,12,La America,centro_sur,web,desktop,546,VALIDO,2026-04-15T13:05:02
V-0005478,PP-318,Ciclorutas seguras,Movilidad,15,Guayabal,sur,web,desktop,346,VALIDO,2026-04-15T16:58:39
V-0006818,PP-101,Bibliotecas barriales,Cultura,7,Robledo,ladera_noroccidente,kiosko,terminal,1402,VALIDO,2026-04-15T10:16:25
